site	parsimony_score
11138151	1
11138157	3
11138229	1
11138251	1
11138288	2
11138315	2
11138316	2
11138336	1
11138352	3
11138363	2
11138371	1
11138372	1
11138393	2
11138395	8
11138396	23
11138405	58
11138406	96
11138426	6
11138434	3
11138442	2
11138451	14
11138457	1
11138460	1
11138465	1
11138467	2
11138472	2
11138488	2
11138490	2
11138492	4
11138498	2
11138511	2
11138512	2
11138524	1
11138530	1
11138531	24
11138534	1
11138543	1
11138547	1
11138573	4
11138578	1
11138595	2
11138603	1
11138605	2
11138610	1
11138616	3
11138617	5
11138620	129
11138623	9
11138624	3
11138626	2
11138634	2
11138673	2
11138689	1
11138695	3
11138701	1
11138702	1
11138713	1
11138722	2
11138728	2
11138729	1
11138733	1
11138758	2
11138760	2
11138768	3
11138769	4
11138810	1
11138819	5
11138824	1
11138825	3
11138828	56
11138829	8
11138860	1
11138864	1
11138868	1
11138869	1
11138873	1
11138875	4
11138885	5
11138886	39
11138887	1
11138891	2
11138900	1
11138902	1
11138931	2
11138941	2
11138947	2
11138964	1
11138979	2
11138988	1
11138995	2
11139002	2
11139022	2
11139024	1
11139030	2
11139046	1
11139047	1
11139059	1
11139060	1
11139066	1
11139089	2
11139099	2
11139123	2
11139128	1
11139141	1
11139157	1
11139159	1
11139170	1
11139190	1
11139205	3
11139215	4
11139244	4
11139245	9
11139246	6
11139265	6
11139308	1
11139328	1
11139373	1
11139417	1
11139427	1
11139428	1
11139441	1
11139472	1
11139477	1
11139481	1
11139491	1
11139512	1
11139518	1
11139540	1
11139547	5
11139548	40
11139552	3
11139559	1
11139564	3
11139567	1
11139579	1
11139598	1
11139618	1
11139629	2
11139634	2
11139638	1
11139642	15
11139647	23
11139648	1
11139653	1
11139656	1
11139672	15
11139677	1
11139684	7
11139685	2
11139695	3
11139699	10
11139724	1
11139727	1
11139729	5
11139730	4
11139737	4
11139762	4
11139772	3
11139781	1
11139783	1
11139800	3
11139804	1
11139820	1
11139823	2
11139824	1
11139833	1
11139842	1
11139844	56
11139847	2
11139854	1
11139884	2
11139890	1
11139894	1
11139899	1
11139901	9
11139913	1
11139915	1
11139936	1
11139946	1
11139949	1
11139979	3
11140004	2
11140007	1
11140011	1
11140104	1
11140122	3
11140135	1
11140152	6
11140173	1
11140251	2
11140275	1
11140278	1
11140299	1
11140324	1
11140344	1
11140348	1
11140383	1
11140401	1
11140419	1
11140491	11
11140492	4
11140494	1
11140527	1
11140545	1
11140590	2
11140599	2
11140613	1
11140626	2
11140633	2
11140675	2
11140686	1
11140700	1
11140748	1
11140805	1
11140806	1
11140820	2
11140849	5
11140862	1
11140868	1
11141005	1
11141024	1
11141042	1
11141069	1
11141077	2
11141081	1
11141087	1
11141090	1
11141096	1
11141143	1
11141147	1
11141174	1
11141186	3
11141297	1
11141315	1
11141327	1
11141345	2
11141390	1
11141396	43
11141489	1
11141504	1
11141507	1
11141546	2
11141567	1
11141696	2
11141716	1
11141728	1
11141734	1
11141746	2
11141754	2
11141767	1
11141775	1
11141780	1
11141781	1
11141782	1
11141786	2
11141788	1
11141809	1
11141818	1
11141824	1
11141829	1
11141833	1
11141841	1
11141845	1
11141868	1
11141871	1
11141892	2
11141939	1
11141945	1
11141954	2
11141971	1
11141977	1
11142006	1
11142009	3
11142039	1
11142051	1
11142056	1
11142062	5
11142068	1
11142071	4
11142073	1
11142074	5
11142100	4
11142103	4
11142109	1
11142111	1
11142119	1
11142122	1
11142126	4
11142131	6
11142132	163
11142150	1
11142158	2
11142159	1
11142163	2
11142166	2
11142170	1
11142184	2
11142193	1
11142196	2
11142197	3
11142199	1
11142200	2
11142206	7
11142207	2
11142219	2
11142228	5
11142258	6
11142264	1
11142270	1
11142271	1
11142281	1
11142283	1
11142288	1
11142302	2
11142320	1
11142328	1
11142340	3
11142345	1
11142350	1
11142358	3
11142361	2
11142369	4
11142372	1
11142410	1
11142419	1
11142465	2
11142506	1
11142520	19
11142521	2
11142526	1
11142529	1
11142557	1
11142562	1
11142609	3
11142611	12
11142614	6
11142618	1
11142634	3
11142671	3
11142707	1
11142740	1
11142797	3
11142800	3
11142811	1
11142820	1
11142848	2
11142938	1
11142959	1
11143031	1
11143049	5
11143076	1
11143098	1
11143137	1
11143151	6
11143153	33
11143154	2
11143163	3
11143190	1
11143200	1
11143202	1
11143208	3
11143226	1
11143232	2
11143265	3
11143292	2
11143312	2
11143317	2
11143325	1
11143341	3
11143347	1
11143349	1
11143357	1
11143358	4
11143379	4
11143401	25
11143403	87
11143433	9
11143434	2
11143442	2
11143456	18
11143457	1
11143471	1
11143522	1
11143579	4
11143599	1
11143607	3
11143636	2
11143642	1
11143672	2
11143676	2
11143680	1
11143685	4
11143687	5
11143690	3
11143728	1
11143735	1
11143745	3
11143800	1
11143801	1
11143812	1
11143856	1
11143862	3
11143877	1
11143880	2
11143885	1
11143901	3
11143957	12
11143987	1
11143993	1
11144016	1
11144056	2
11144059	1
11144066	1
11144079	2
11144103	1
11144114	1
11144136	1
11144140	1
11144165	1
11144180	2
11144214	2
11144232	1
11144234	1
11144271	5
11144313	1
11144335	1
11144385	1
11144389	1
11144400	2
11144404	1
11144481	1
11144482	2
11144489	1
11144510	1
11144575	2
11144632	6
11144752	1
11144753	3
11144765	1
11144778	1
11144808	1
11144864	6
11144870	1
11144884	2
11144894	9
11144919	2
11144951	2
11145022	4
11145046	1
11145187	1
11145205	3
11145235	1
11145241	1
11145284	43
11145285	8
11145293	1
11145304	1
11145325	1
11145331	3
11145357	1
11145406	2
11145409	1
11145457	1
11145466	2
11145484	2
11145488	2
11145499	39
11145500	2
11145535	1
11145542	1
11145562	1
11145563	1
11145574	1
11145583	1
11145604	1
11145613	1
11145618	1
11145637	1
11145640	1
11145679	1
11145728	3
11145762	3
11145864	1
11145879	1
11145907	1
11145934	2
11145956	4
11145976	1
11145982	1
11145986	3
11145997	1
11146042	1
11146094	1
11146152	1
11146203	1
11146233	2
11146234	6
11146246	1
11146274	1
11146282	1
11146300	1
11146336	2
11146342	1
11146363	2
11146375	1
11146405	2
11146409	1
11146414	1
11146459	2
11146462	1
11146529	2
11146534	2
11146542	2
11146561	4
11146567	1
11146573	1
11146599	1
11146635	1
11146648	9
11146649	13
11146655	2
11146708	2
11146715	2
11146721	1
11146727	2
11146756	2
11146783	3
11146798	7
11146861	5
11146863	6
11146873	3
11146884	54
11146885	48
11146904	1
11146908	44
11146911	43
11146915	2
11146932	13
11146961	1
11146989	7
11147029	1
11147066	13
11147077	6
11147083	1
11147097	1
11147098	7
11147113	18
11147114	23
11147116	1
11147122	21
11147123	1
11147138	2
11147178	1
11147183	6
11147201	1
11147224	1
11147252	1
11147315	3
11147326	1
11147331	1
11147349	2
11147354	6
11147357	1
11147358	1
11147366	5
11147370	4
11147371	1
11147374	2
11147383	1
11147391	2
11147397	3
11147399	1
11147400	1
11147425	2
11147429	3
11147439	7
11147443	1
11147445	4
11147463	4
11147473	4
11147479	17
11147480	107
11147482	4
11147484	10
11147487	12
11147488	135
11147491	14
11147495	1
11147502	1
11147512	9
11147544	5
11147546	4
11147630	1
11147634	1
11147644	1
11147647	2
11147654	1
11147660	4
11147689	2
11147694	1
11147697	1
11147700	1
11147726	1
11147739	24
11147745	78
11147752	11
11147775	1
11147778	12
11147825	2
11147830	6
11147832	1
11147892	1
11147911	1
11147924	1
11147949	1
11147952	136
11148004	1
11148007	14
11148094	6
11148119	2
11148169	1
11148202	1
11148218	1
11148365	1
11148370	1
11148421	3
11148475	4
11148520	1
11148527	1
11148531	1
11148622	2
11148649	1
11148671	1
11148703	2
11148741	1
11148821	1
11148854	1
11148898	4
11148982	4
11148985	1
11148988	2
11148993	1
11149060	2
11149093	2
11149111	5
11149133	1
11149141	2
11149200	1
11149222	1
11149241	1
11149245	1
11149259	3
11149273	1
11149285	3
11149309	4
11149332	1
11149333	4
11149363	1
11149372	1
11149407	1
11149408	2
11149418	1
11149456	1
11149471	4
11149505	1
11149512	1
11149540	3
11149549	1
11149561	1
11149595	2
11149598	2
11149615	1
11149621	1
11149627	1
11149636	1
11149697	4
11149706	1
11149711	1
11149729	1
11149753	2
11149795	1
11149803	2
11149810	1
11149823	1
11149831	1
11149832	1
11149833	2
11149911	1
11149945	1
11149994	2
11150027	1
11150035	2
11150060	1
11150067	1
11150069	1
11150084	1
11150186	1
11150189	1
11150210	1
11150230	2
11150387	1
11150402	1
11150406	1
11150411	1
11150540	1
11150562	2
11150660	2
11150687	1
11150741	1
11150824	1
11150861	1
11150863	1
11150867	1
11150896	1
11150960	1
11150969	1
11151055	2
11151122	1
11151128	1
11151140	1
11151155	1
11151157	1
11151167	1
11151185	2
11151230	1
11151278	1
11151301	2
11151310	1
11151341	1
11151350	1
11151357	1
11151359	1
11151364	1
11151395	1
11151431	2
11151542	3
11151552	2
11151620	2
11151626	5
11151637	3
11151646	1
11151672	2
11151673	1
11151688	7
11151704	2
11151705	1
11151720	1
11151726	14
11151727	2
11151729	4
11151732	1
11151736	1
11151762	1
11151790	1
11151797	3
11151814	3
11151815	1
11151823	3
11151850	1
11151899	1
11151987	1
11152011	1
11152036	2
11152045	2
11152046	1
11152049	1
11152052	1
11152066	1
11152071	1
11152091	1
11152096	1
11152098	1
11152101	1
11152133	1
11152138	1
11152141	1
11152149	4
11152158	9
11152173	2
11152185	1
11152188	9
11152189	1
11152190	1
11152206	1
11152213	1
11152216	1
11152226	1
11152227	1
11152232	3
11152239	1
11152260	1
11152261	1
11152263	1
11152279	1
11152281	2
11152302	1
11152383	2
11152393	1
11152422	1
11152427	1
11152442	8
11152443	1
11152458	4
11152521	6
11152552	1
11152558	1
11152566	1
11152570	1
11152581	2
11152582	1
11152589	3
11152590	1
11152599	1
11152601	1
11152610	1
11152617	1
11152620	2
11152644	3
11152649	2
11152714	1
11152740	1
11152756	2
11152759	2
11152760	2
11152762	61
11152806	1
11152894	1
11152897	1
11152948	1
11153026	3
11153035	5
11153147	81
11153215	1
11153216	1
11153239	1
11153254	1
11153257	1
11153263	1
11153278	1
11153374	1
11153395	2
11153407	1
11153464	1
11153500	1
11153527	2
11153554	1
11153579	1
11153683	2
11153723	2
11153776	3
11153791	1
11153799	1
11153932	2
11153944	1
11153971	1
11154019	1
11154024	15
11154033	2
11154085	1
11154197	1
11154199	1
11154253	1
11154280	1
11154296	1
11154299	1
11154309	2
11154316	1
11154320	1
11154323	1
11154325	1
11154347	1
11154372	1
11154379	1
11154436	1
11154437	12
11154444	7
11154474	2
11154481	1
11154552	3
11154566	2
11154594	3
11154605	1
11154614	1
11154625	5
11154641	2
11154676	5
11154677	5
11154680	4
11154687	2
11154714	1
11154726	1
11154745	5
11154747	1
11154758	1
11154767	27
11154770	13
11154772	2
11154775	1
11154780	1
11154781	1
11154782	1
11154784	1
11154791	2
11154795	14
11154797	2
11154811	2
11154819	2
11154820	1
11154826	1
11154831	1
11154833	1
11154837	1
11154853	1
11154855	1
11154865	2
11154869	1
11154870	1
11154873	4
11154883	6
11154913	1
11154921	8
11154934	1
11154939	1
11154968	1
11155015	3
11155017	1
11155020	3
11155021	112
11155024	3
11155026	1
11155032	2
11155038	3
11155040	2
11155045	1
11155071	2
11155077	1
11155080	6
11155081	2
11155083	14
11155086	1
11155090	5
11155093	4
11155099	4
11155100	312
11155110	9
11155111	3
11155116	8
11155118	5
11155134	3
11155136	1
11155137	9
11155149	2
11155163	1
11155168	2
11155171	1
11155190	8
11155206	2
11155208	2
11155224	1
11155232	36
11155233	35
11155247	11
11155267	1
11155280	1
11155281	1
11155295	4
11155298	2
11155301	415
11155302	926
11155305	16
11155309	11
11155350	2
11155356	2
11155360	1
11155375	1
11155376	2
11155384	1
11155409	1
11155415	1
11155420	1
11155435	3
11155444	1
11155454	1
11155456	1
11155464	6
11155468	1
11155489	1
11155511	1
11155517	4
11155532	2
11155533	5
11155540	5
11155542	8
11155545	23
11155560	5
11155565	1
11155574	7
11155585	6
11155588	1
11155589	5
11155590	3
11155602	8
11155614	65
11155615	62
11155635	6
11155668	1
11155675	14
11155678	9
11155682	1
11155703	9
11155715	5
11155720	2
11155725	2
11155735	6
11155739	8
11155750	1
11155753	4
11155769	1
11155770	4
11155790	3
11155791	4
11155818	3
11155819	4
11155828	1
11155840	1
11155890	1
11155917	2
11155927	1
11155945	1
11155952	2
11155954	1
11155962	1
11155983	1
11155997	4
11156018	6
11156020	4
11156026	3
11156038	1
11156049	1
11156060	1
11156114	1
11156119	3
11156125	2
11156145	3
11156176	1
11156198	1
11156225	1
11156252	1
11156279	4
11156306	1
11156345	1
11156360	1
11156382	1
11156393	4
11156454	1
11156471	1
11156478	1
11156498	1
11156510	1
11156576	1
11156579	1
11156618	1
11156622	2
11156714	1
11156719	2
11156723	1
11156768	1
11156783	1
11156801	2
11156876	1
11156947	1
11156993	4
11156996	1
11157072	1
11157091	1
11157108	1
11157115	1
11157128	5
11157144	1
11157180	27
11157183	2
11157199	1
11157205	1
11157213	5
11157216	1
11157219	1
11157226	1
11157232	1
11157248	74
11157249	86
11157257	1
11157262	1
11157266	2
11157272	2
11157273	2
11157275	50
11157276	5
11157288	1
11157295	3
11157313	3
11157317	50
11157318	6
11157319	1
11157321	3
11157325	2
11157339	2
11157342	1
11157345	3
11157351	1
11157354	1
11157357	2
11157362	1
11157369	2
11157372	1
11157374	2
11157394	1
11157396	1
11157398	1
11157399	1
11157402	1
11157407	2
11157409	3
11157412	4
11157422	2
11157424	5
11157425	12
11157435	2
11157442	4
11157444	1
11157455	3
11157460	1
11157462	1
11157467	3
11157479	1
11157490	1
11157501	1
11157503	4
11157512	2
11157517	2
11157546	2
11157551	13
11157568	46
11157574	1
11157581	3
11157587	1
11157588	2
11157601	4
11157622	1
11157623	2
11157635	200
11157637	22
11157650	4
11157653	2
11157665	7
11157666	34
11157671	3
11157673	4
11157676	2
11157679	2
11157682	3
11157696	6
11157706	2
11157709	3
11157722	2
11157732	1
11157741	4
11157742	1
11157743	2
11157746	1
11157751	2
11157757	3
11157758	2
11157774	9
11157777	38
11157783	117
11157785	51
11157789	1
11157792	420
11157825	2
11157832	1
11157838	9
11157843	11
11157850	11
11157851	2
11157854	3
11157857	11
11157876	1
11157878	8
11157911	5
11157919	1
11157921	2
11157928	1
11157937	5
11157938	214
11157939	6
11157950	1
11157956	1
11157992	1
11158047	6
11158061	3
11158085	2
11158108	1
11158138	1
11158192	1
11158291	1
11158297	1
11158311	36
11158312	1
11158376	1
11158552	1
11158606	3
11158672	1
11158687	8
11158738	2
11158774	1
11158777	1
11158849	1
11158858	1
11158902	2
11158924	1
11158942	1
11158946	1
11158980	1
11158996	1
11159002	1
11159038	4
11159140	1
11159236	2
11159252	1
11159311	1
11159331	1
11159365	1
11159378	1
11159381	1
11159383	2
11159405	1
11159434	1
11159449	1
11159467	1
11159533	1
11159617	1
11159687	1
11159723	5
11159907	4
11159925	1
11159942	2
11160016	3
11160045	1
11160061	1
11160085	1
11160100	1
11160102	1
11160146	1
11160168	1
11160193	1
11160199	2
11160213	1
11160232	2
11160248	159
11160249	1
11160252	5
11160268	1
11160285	4
11160371	3
11160395	6
11160462	1
11160466	1
11160515	137
11160516	1
11160522	1
11160527	1
11160541	1
11160544	1
11160551	1
11160552	1
11160559	1
11160563	1
11160577	10
11160578	2
11160584	1
11160587	1
11160606	1
11160607	1
11160609	2
11160630	2
11160634	1
11160637	8
11160639	1
11160646	1
11160653	1
11160688	1
11160707	3
11160711	1
11160712	1
11160713	1
11160715	1
11160748	1
11160751	1
11160759	1
11160762	1
11160763	2
11160769	1
11160770	1
11160782	1
11160784	1
11160788	1
11160820	1
11160821	2
11160825	1
11160827	1
11160834	5
11160845	1
11160879	5
11160887	25
11160889	3
11160890	3
11160894	26
11160896	3
11160902	1
11160903	1
11160930	1
11160933	1
11160942	1
11160944	11
11160945	7
11160949	716
11160954	10
11160958	3
11160961	1
11160962	834
11160964	1
11160968	2
11160973	1
11161000	1
11161003	107
11161011	2
11161020	61
11161021	59
11161044	11
11161052	11
11161072	11
11161093	11
11161097	1
11161098	12
11161101	14
11161104	6
11161117	8
11161126	1
11161128	1
11161149	7
11161171	1
11161180	1
11161201	1
11161202	5
11161207	1
11161208	262
11161209	12
11161211	1
11161231	1
11161242	1
11161271	1
11161299	1
11161306	1
11161308	1
11161311	1
11161328	1
11161347	1
11161349	1
11161371	2
11161377	2
11161378	1
11161384	1
11161400	12
11161409	1
11161436	2
11161444	1
11161460	2
11161475	1
11161507	230
11161509	8
11161510	1
11161511	1
11161518	2
11161533	3
11161534	3
11161556	21
11161557	3
11161620	1
11161627	1
11161664	1
11161698	2
11161724	1
11161735	2
11161758	1
11161775	1
11161856	1
11161908	1
11161909	1
11161923	1
11161937	1
11161952	1
11162033	12
11162078	3
11162105	4
11162166	12
11162192	1
11162207	2
11162297	1
11162324	1
11162348	1
11162453	1
11162498	2
11162507	1
11162515	1
11162542	1
11162587	4
11162591	1
11162597	4
11162609	3
11162624	1
11162687	3
11162702	3
11162714	5
11162728	2
11162732	2
11162738	1
11162753	16
11162780	5
11162792	1
11162813	3
11162830	1
11162879	5
11162912	2
11162932	10
11162945	3
11162996	2
11163023	2
11163098	1
11163104	8
11163174	2
11163248	1
11163254	2
11163261	2
11163295	1
11163374	1
11163382	3
11163420	3
11163454	1
11163471	5
11163503	2
11163550	4
11163568	1
11163586	11
11163588	3
11163596	10
11163597	40
11163623	8
11163642	8
11163648	54
11163649	1
11163650	1
11163652	1
11163697	1
11163701	2
11163712	4
11163732	1
11163744	2
11163758	2
11163778	2
11163784	1
11163798	2
11163815	3
11163817	6
11163835	2
11163836	24
11163837	1
11163846	1
11163848	1
11163852	31
11163853	2
11163858	368
11163861	2
11163870	2
11163877	3
11163879	1
11163880	1
11163886	4
11163900	1
11163918	1
11163963	1
11164010	4
11164011	3
11164012	14
11164041	3
11164044	1
11164120	3
11164123	2
11164127	2
11164135	2
11164142	2
11164145	2
11164183	1
11164203	2
11164213	2
11164246	1
11164265	1
11164276	5
11164277	3
11164284	2
11164354	2
11164431	3
11164474	1
11164494	1
11164497	1
11164548	7
11164555	2
11164593	1
11164602	1
11164614	2
11164639	1
11164640	1
11164642	3
11164646	4
11164660	2
11164662	1
11164729	1
11164761	1
11164764	1
11164783	1
11164788	2
11164795	1
11164808	5
11164823	1
11164861	4
11164967	1
11164987	1
11165011	1
11165014	4
11165043	2
11165054	1
11165074	1
11165091	1
11165096	2
11165122	1
11165132	4
11165152	2
11165181	1
11165184	2
11165186	1
11165188	1
11165192	2
11165209	131
11165210	6
11165211	1
11165223	2
11165235	1
11165241	2
11165242	2
11165244	1
11165273	1
11165278	1
11165281	1
11165289	2
11165320	3
11165349	4
11165369	1
11165383	1
11165401	1
11165410	1
11165416	1
11165429	1
11165437	1
11165448	1
11165450	1
11165451	1
11165452	1
11165507	2
11165509	1
11165513	1
11165515	1
11165536	6
11165549	1
11165550	1
11165561	3
11165575	2
11165579	3
11165589	1
11165597	1
11165626	1
11165629	1
11165635	1
11165655	1
11165656	2
11165659	5
11165673	1
11165710	1
11165719	1
11165731	1
11165759	1
11165782	5
11165800	4
11165809	1
11165821	6
11165917	3
11165947	4
11165950	4
11165960	1281
11165961	390
11165967	3
11165998	1
11166001	3
11166007	2
11166036	2
11166094	1
11166151	3
11166156	1
11166208	1
11166224	5
11166247	5
11166254	4
11166266	1
11166267	3
11166270	12
11166283	10
11166287	1
11166299	10
11166307	2
11166334	2
11166340	9
11166343	5
11166357	1
11166360	1
11166375	1
11166385	2
11166393	2
11166397	3
11166427	3
11166436	2
11166439	5
11166446	1
11166460	1
11166461	2
11166463	2
11166469	1
11166472	2
11166475	6
11166478	1
11166488	1
11166497	1
11166520	1
11166562	1
11166565	1
11166574	1
11166596	1
11166599	1
11166614	9
11166615	7
11166619	2
11166626	2
11166628	9
11166630	1
11166632	8
11166651	1
11166652	1
11166654	10
11166659	1
11166661	5
11166670	1
11166681	1
11166695	3
11166696	4
11166700	1
11166701	4
11166706	1
11166716	8
11166719	11
11166720	1
11166721	31
11166726	3
11166774	3
11166783	2
11166786	2
11166801	4
11166808	5
11166825	1
11166839	1
11166847	1
11166850	1
11166857	1
11166880	1
11166886	5
11166892	6
11166895	6
11166907	4
11166931	1
11166955	1
11166958	1
11166976	2
11167006	3
11167056	9
11167084	8
11167093	1
11167102	1
11167130	7
11167136	21
11167138	15
11167146	12
11167150	27
11167157	18
11167158	10
11167168	3
11167170	1
11167200	2
11167210	3
11167213	3
11167215	1
11167219	1
11167220	5
11167244	1
11167260	1
11167286	1
11167312	2
11167342	1
11167351	2
11167354	2
11167366	1
11167387	5
11167429	85
11167486	2
11167495	2
11167498	1
11167508	1
11167510	1
11167522	2
11167540	2
11167541	3
11167552	7
11167558	1
11167583	1
11167625	9
11167629	1
11167642	2
11167653	27
11167654	1
11167699	1
11167715	1
11167765	2
11167796	1
11167801	26
11167822	4
11167862	4
11167864	1
11167879	1
11167909	2
11167960	2
11167965	119
11167966	35
11168005	1
11168017	1
11168020	3
11168026	4
11168038	1
11168045	8
11168059	3
11168062	2
11168065	2
11168083	1
11168095	1
11168113	2
11168119	1
11168132	8
11168152	3
11168167	1
11168179	1
11168191	6
11168206	1
11168264	4
11168284	3
11168340	44
11168368	13
11168377	8
11168400	2
11168407	1
11168488	5
11168500	4
11168571	1
11168605	1
11168620	6
11168646	1
11168671	1
11168699	1
11168704	6
11168724	1
11168761	1
11168782	3
11168800	1
11168809	1
11168902	1
11168908	5
11168911	5
11168917	3
11168938	4
11168953	6
11168977	5
11168983	4
11169022	7
11169066	7
11169072	1
11169094	4
11169184	2
11169282	1
11169334	1
11169352	1
11169379	1
11169394	2
11169403	2
11169424	4
11169427	3
11169481	1
11169505	4
11169517	1
11169544	10
11169612	2
11169619	2
11169635	2
11169654	1
11169706	2
11169715	5
11169769	8
11169802	1
11169807	5
11169808	5
11169839	1
11169862	1
11169868	2
11169909	1
11169946	3
11169969	3
11170057	1
11170069	1
11170075	1
11170081	1
11170096	2
11170144	1
11170153	1
11170336	1
11170344	2
11170405	1
11170490	1
11170500	2
11170505	2
11170518	13
11170597	1
11170615	1
11170626	1
11170632	1
11170645	1
11170648	1
11170655	1
11170657	79
11170658	3
11170659	2
11170661	3
11170675	4
11170682	2
11170684	4
11170689	4
11170704	4
11170707	8
11170710	1
11170711	2
11170718	4
11170723	1
11170724	3
11170728	4
11170729	58
11170755	2
11170758	1
11170786	1
11170789	1
11170801	2
11170805	1
11170829	1
11170836	1
11170846	1
11170858	2
11170860	6
11170872	3
11170877	1
11170908	1
11170912	3
11170928	1
11170943	1
11170954	1
11170970	122
11170971	61
11170978	4
11170988	1
11171032	1
11171033	6
11171034	4
11171039	1
11171041	1
11171059	1
11171068	1
11171084	4
11171095	3
11171111	7
11171124	7
11171137	2
11171149	4
11171150	3
11171183	4
11171188	2
11171200	3
11171252	2
11171257	1
11171260	1
11171264	2
11171269	1
11171289	7
11171290	1
11171297	1
11171302	2
11171310	1
11171329	1
11171333	1
11171334	2
11171343	1
11171366	1
11171367	3
11171370	2
11171371	2
11171382	1
11171388	2
11171402	1
11171408	1
11171431	1
11171440	6
11171483	1
11171490	1
11171506	1
11171507	1
11171529	1
11171543	2
11171547	41
11171548	3
11171560	3
11171565	1
11171602	1
11171609	2
11171613	3
11171615	1
11171620	9
11171627	1
11171628	3
11171652	6
11171654	1
11171674	2
11171675	1
11171682	1
11171694	1
11171712	1
11171713	1
11171727	1
11171736	1
11171756	5
11171760	1
11171761	1
11171763	1
11171768	1
11171775	3
11171805	1
11171809	1
11171816	1
11171819	1
11171834	2
11171845	1
11171881	1
11171890	1
11171899	1
11171909	1
11171932	1
11171934	1
11171938	1
11171943	1
11171970	1
11171973	1
11171980	1
11171981	1
11172001	2
11172059	4
11172063	1
11172086	4
11172088	17
11172090	5
11172092	8
11172096	9
11172106	7
11172117	1
11172135	7
11172136	2
11172140	1
11172151	4
11172170	3
11172176	2
11172179	1
11172182	1
11172183	2
11172187	1
11172200	3
11172203	1
11172237	1
11172240	1
11172251	1
11172290	13
11172301	1
11172354	1
11172357	4
11172471	1
11172476	3
11172539	1
11172551	1
11172553	5
11172590	1
11172665	1
11172743	1
11172752	1
11172794	1
11172800	1
11172844	1
11172854	1
11172866	1
11172869	1
11172887	1
11172908	1
11172948	1
11172963	1
11172967	2
11172992	1
11173011	1
11173021	1
11173033	1
11173034	3
11173163	1
11173196	1
11173259	1
11173279	1
11173324	15
11173326	1
11173331	1
11173365	49
11173427	2
11173526	1
11173682	1
11173685	3
11173691	2
11173741	1
11173755	2
11173766	1
11173779	1
11173786	1
11173792	1
11173831	1
11173857	1
11173864	1
11173892	1
11173996	1
11173998	1
11174020	2
11174029	3
11174050	1
11174057	1
11174064	1
11174124	6
11174189	2
11174192	5
11174214	1
11174223	1
11174256	1
11174267	5
11174268	1
11174285	3
11174304	1
11174305	6
11174307	1
11174308	5
11174313	2
11174317	4
11174344	1
11174394	1
11174401	1
11174430	4
11174445	1
11174479	1
11174502	1
11174516	1
11174653	1
11174692	1
11174699	1
11174701	1
11174737	1
11174755	2
11174761	1
11174807	2
11174810	2
11174814	1
11174824	1
11174868	1
11174869	3
11174884	1
11174902	2
11174911	1
11174913	1
11174941	1
11174942	5
11174966	1
11174987	1
11174994	1
11175011	172
11175013	7
11175019	4
11175031	2
11175032	120
11175050	6
11175099	1
11175100	1
11175116	1
11175127	4
11175140	1
11175144	1
11175147	2
11175155	2
11175157	1
11175180	1
11175184	4
11175186	2
11175206	3
11175242	2
11175248	5
11175266	1
11175267	5
11175271	26
11175278	1
11175286	4
11175297	4
11175301	1
11175306	5
11175312	1
11175316	1
11175318	1
11175328	1
11175330	2
11175338	1
11175344	2
11175354	18
11175355	22
11175361	4
11175371	1
11175382	2
11175392	1
11175421	31
11175435	1
11175449	1
11175468	1
11175480	1
11175490	2
11175493	2
11175502	1
11175515	1
11175524	5
11175527	3
11175531	9
11175534	34
11175535	13
11175542	1
11175559	2
11175585	4
11175594	1
11175602	2
11175616	2
11175655	1
11175658	1
11175660	2
11175666	1
11175676	23
11175692	10
11175699	1
11175722	1
11175737	1
11175777	1
11175781	12
11175801	4
11175810	1
11175817	1
11175839	1
11175841	3
11175848	5
11175850	3
11175852	3
11175874	4
11175915	1
11175957	9
11175987	190
11175988	6
11175998	1
11176023	19
11176026	2
11176074	1
11176107	5
11176110	2
11176120	2
11176128	4
11176175	2
11176176	1
11176180	1
11176201	3
11176244	3
11176278	1
11176288	1
11176302	1
11176332	19
11176368	3
11176373	1
11176392	1
11176401	1
11176410	6
11176470	1
11176482	1
11176520	5
11176656	4
11176662	1
11176794	1
11176800	1
11176812	1
11176830	2
11176879	1
11176896	1
11176937	2
11176964	1
11177013	1
11177014	1
11177019	1
11177088	1
11177112	1
11177145	1
11177152	2
11177159	1
11177196	1
11177203	1
11177205	4
11177208	1
11177250	3
11177367	1
11177481	3
11177487	3
11177490	15
11177508	1
11177548	1
11177562	1
11177574	1
11177635	1
11177664	2
11177682	1
11177698	1
11177724	5
11177748	1
11177754	2
11177756	2
11177760	1
11177838	1
11177874	1
11177929	2
11177967	2
11177984	1
11178045	1
11178107	1
11178138	1
11178141	1
11178170	2
11178173	1
11178174	3
11178197	1
11178228	3
11178310	4
11178315	3
11178378	1
11178439	4
11178444	2
11178456	1
11178486	5
11178501	1
11178522	2
11178530	5
11178624	10
11178658	184
11178659	5
11178670	3
11178682	11
11178685	6
11178692	2
11178738	3
11178759	1
11178760	7
11178784	1
11178787	1
11178793	1
11178809	2
11178939	1
11178966	1
11178969	4
11179017	1
11179044	1
11179047	5
11179059	5
11179080	1
11179087	1
11179134	1
11179170	1
11179212	1
11179281	1
11179284	7
11179293	8
11179294	24
11179297	3
11179335	1
11179338	1
11179360	1
11179392	3
11179404	2
11179413	2
